molecule_chembl_id,canonical_smiles,standard_relation,standard_value,standard_units,standard_type,assay_id,doc_id
CHEMBL3353036,Cc1ccc2c(c1/C=C/C=C/C(=O)O)[C@H](C)C[C@@](C)(O)C2,=,24.1,%,Inhibition,1431104,89841
CHEMBL3353034,Cc1ccc2c(c1/C=C\C=C\C(=O)O)[C@H](C)C[C@@](C)(O)C2,=,27.3,%,Inhibition,1431104,89841
CHEMBL3309768,O=C(O)c1cn(C2CC2)c2ccc(I)cc2c1=O,=,3.5,%,Inhibition,1456269,90229
CHEMBL229191,O=C(O)c1cn(C2CC2)c2ccc(F)cc2c1=O,=,0.8,%,Inhibition,1456269,90229
CHEMBL3309769,O=C(O)c1cn(Cc2ccccc2)c2ccc(F)cc2c1=O,=,15.1,%,Inhibition,1456269,90229
CHEMBL2057458,O=C(O)c1cn(Cc2ccccc2)c2ccc(I)cc2c1=O,=,3.1,%,Inhibition,1456269,90229
CHEMBL3309770,O=C(O)c1cn(Cc2ccc(F)cc2)c2ccc([N+](=O)[O-])cc2c1=O,=,36.2,%,Inhibition,1456269,90229
CHEMBL3309771,Nc1ccc2c(c1)c(=O)c(C(=O)O)cn2Cc1ccc(F)cc1,=,12.4,%,Inhibition,1456269,90229
CHEMBL3309772,O=C(O)c1cn(Cc2ccccc2)c2cc(F)ccc2c1=O,=,0.7,%,Inhibition,1456269,90229
CHEMBL3309773,O=C(O)c1cn(C2CC2)c2ccc(Cc3ccccc3)cc2c1=O,=,87.5,%,Inhibition,1456269,90229
CHEMBL3309774,O=C(O)c1cn(C2CC2)c2ccc(Cc3ccc(F)cc3)cc2c1=O,=,71.1,%,Inhibition,1456269,90229
CHEMBL3309775,O=C(O)c1cn(Cc2ccccc2)c2ccc(Cc3ccccc3)cc2c1=O,=,15.1,%,Inhibition,1456269,90229
CHEMBL3309776,O=C(O)c1cn(C2CC2)c2ccc(N3CCN(Cc4ccccc4)CC3)cc2c1=O,=,62.3,%,Inhibition,1456269,90229
CHEMBL3309777,O=C(OCc1ccccc1)c1cn(C2CC2)c2ccc(I)cc2c1=O,=,80.5,%,Inhibition,1456269,90229
CHEMBL3309778,O=C(OCc1ccc(F)cc1)c1cn(C2CC2)c2ccc(Cc3ccc(F)cc3)cc2c1=O,=,73,%,Inhibition,1456269,90229
CHEMBL3309779,O=C(NCc1ccccc1)c1cn(C2CC2)c2ccc(I)cc2c1=O,=,6.1,%,Inhibition,1456269,90229
CHEMBL3309780,O=C(NCc1ccc(F)cc1)c1cn(C2CC2)c2ccc(I)cc2c1=O,=,3.3,%,Inhibition,1456269,90229
CHEMBL3309781,O=C(NCc1ccccc1)c1cn(C2CC2)c2ccc(F)cc2c1=O,=,0.2,%,Inhibition,1456269,90229
CHEMBL3309782,O=C(NCc1ccccc1)c1cn(C2CC2)c2cc(F)ccc2c1=O,=,7.4,%,Inhibition,1456269,90229
CHEMBL3309783,O=C(NCc1ccccc1)c1cn(Cc2ccccc2)c2ccc(I)cc2c1=O,=,61.8,%,Inhibition,1456269,90229
CHEMBL3309784,O=C(NCc1ccccc1)c1cn(Cc2ccccc2)c2ccc(F)cc2c1=O,=,41.4,%,Inhibition,1456269,90229
CHEMBL3309785,O=C(OCc1ccccc1)c1cn(Cc2ccccc2)c2ccc(Cc3ccccc3)cc2c1=O,=,0.1,%,Inhibition,1456269,90229
CHEMBL3322833,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1ccccc1,=,79.6,%,Inhibition,1448894,90727
CHEMBL3322830,Cc1ccccc1C(=O)Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1,=,60.41,%,Inhibition,1448894,90727
CHEMBL3322831,Cc1ccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4)cc3)s2)cc1,=,68.4,%,Inhibition,1448894,90727
CHEMBL3322832,COc1ccccc1C(=O)Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1,=,84.85,%,Inhibition,1448894,90727
CHEMBL3321768,COc1cccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4)cc3)s2)c1,=,32.1,%,Inhibition,1448894,90727
CHEMBL3322829,COc1ccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4)cc3)s2)cc1,=,72.57,%,Inhibition,1448894,90727
CHEMBL3322834,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1ccccc1Cl,=,63.05,%,Inhibition,1448894,90727
CHEMBL3322835,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1ccccc1F,=,60.57,%,Inhibition,1448894,90727
CHEMBL3322836,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1cccc(F)c1,=,37.13,%,Inhibition,1448894,90727
CHEMBL3322837,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1ccc(F)cc1,=,77.13,%,Inhibition,1448894,90727
CHEMBL3322838,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1ccccc1[N+](=O)[O-],=,85.01,%,Inhibition,1448894,90727
CHEMBL3322839,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1cccc([N+](=O)[O-])c1,=,94.59,%,Inhibition,1448894,90727
CHEMBL3322840,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1ccc([N+](=O)[O-])cc1,=,95.16,%,Inhibition,1448894,90727
CHEMBL3322841,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1ccco1,=,75.13,%,Inhibition,1448894,90727
CHEMBL3322842,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1)c1cccnc1,=,82.37,%,Inhibition,1448894,90727
CHEMBL3322843,O=C(Cc1ccccc1)Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1,=,54.94,%,Inhibition,1448894,90727
CHEMBL3322844,O=C(Cc1cccc2ccccc12)Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)s1,=,74.06,%,Inhibition,1448894,90727
CHEMBL3322845,Cc1ccccc1C(=O)Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1,=,84.04,%,Inhibition,1448894,90727
CHEMBL3322846,Cc1ccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)s2)cc1,=,85.33,%,Inhibition,1448894,90727
CHEMBL3322847,COc1ccccc1C(=O)Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1,=,91.31,%,Inhibition,1448894,90727
CHEMBL3322848,COc1cccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)s2)c1,=,86.34,%,Inhibition,1448894,90727
CHEMBL3322849,COc1ccc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)s2)cc1,=,92.88,%,Inhibition,1448894,90727
CHEMBL3322850,COc1cc(C(=O)Nc2nnc(-c3ccc(Oc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3)s2)cc(OC)c1OC,=,84.22,%,Inhibition,1448894,90727
CHEMBL3322851,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1)c1cccc(Cl)c1,=,80.74,%,Inhibition,1448894,90727
CHEMBL3322852,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1)c1ccc(Cl)cc1,=,42.26,%,Inhibition,1448894,90727
CHEMBL3322853,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1)c1ccccc1F,=,88.42,%,Inhibition,1448894,90727
CHEMBL3322854,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1)c1ccccc1[N+](=O)[O-],=,87.38,%,Inhibition,1448894,90727
CHEMBL3322855,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1)c1cccc([N+](=O)[O-])c1,=,85.59,%,Inhibition,1448894,90727
CHEMBL3322856,O=C(Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1)c1ccc([N+](=O)[O-])cc1,=,81.77,%,Inhibition,1448894,90727
CHEMBL3322857,O=C(Cc1ccccc1)Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1,=,90.88,%,Inhibition,1448894,90727
CHEMBL3322858,O=C(Cc1cccc2ccccc12)Nc1nnc(-c2ccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)s1,=,82.14,%,Inhibition,1448894,90727
CHEMBL3343065,CCCO[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,=,85,%,Inhibition,1443130,89473
CHEMBL3343064,CCO[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,=,85,%,Inhibition,1443130,89473
CHEMBL3343063,CO[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,=,85,%,Inhibition,1443130,89473
CHEMBL400074,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,85,%,Inhibition,1443130,89473
CHEMBL3343062,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)/C=C/c6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,85,%,Inhibition,1443130,89473
CHEMBL3343061,C/C=C/C(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,=,85,%,Inhibition,1443130,89473
CHEMBL3126477,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,85,%,Inhibition,1443130,89473
CHEMBL486822,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,=,85,%,Inhibition,1443130,89473
CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,85,%,Inhibition,1443130,89473
CHEMBL3393518,CC[C@]12CCCC(C)(C)[C@@H]1CC[C@]1(C)[C@@H]2C[C@@H](O)[C@]2(C)C3=C(CC[C@@H]12)[C@H](C)OC3=O,=,42,%,Inhibition,1461281,90931
CHEMBL3393517,CC[C@]12CCCC(C)(C)[C@@H]1CC[C@]1(C)[C@@H]2C[C@@H](O)[C@]2(C)C3=C(CC[C@@H]12)[C@@H](C)OC3=O,=,42,%,Inhibition,1461281,90931
CHEMBL3400663,Cn1ccc2c3n(c(=O)c(=O)cc1-3)c1ccccc21,=,91.4,%,Inhibition,1465331,91218
CHEMBL3400664,Cc1c2n(C)ccc3c-2n(c(=O)c1=O)c1ccccc31,=,92.1,%,Inhibition,1465331,91218
CHEMBL508649,COc1cc2nccc3c4ccccc4n(c1=O)c23,=,91,%,Inhibition,1465331,91218
CHEMBL3400665,CCc1c2n(C)ccc3c-2n(c(=O)c1=O)c1ccccc31,=,91,%,Inhibition,1465336,91218
CHEMBL3400666,COc1ccc2c3ccn(C)c4cc(=O)c(=O)n(c3-4)c2c1,=,93.8,%,Inhibition,1465336,91218
CHEMBL12014,Cc1nccc2c1[nH]c1ccccc12,=,7.7,%,Inhibition,1465336,91218
CHEMBL504850,Cc1nc(C(=O)O)cc2c1[nH]c1ccccc12,=,18.2,%,Inhibition,1465336,91218
CHEMBL1209196,COC(=O)c1cc2c([nH]c3ccccc32)c(C)n1,=,14.3,%,Inhibition,1465336,91218
CHEMBL441986,CCc1nccc2c1[nH]c1ccccc12,=,30.2,%,Inhibition,1465336,91218
CHEMBL456492,CCc1nc(C(=O)OC)cc2c1[nH]c1ccccc12,=,21.2,%,Inhibition,1465336,91218
CHEMBL3400668,CCc1ncc(OC)c2c1[nH]c1ccccc12,=,16.1,%,Inhibition,1465336,91218
CHEMBL3400669,CCc1ncc(OC)c2c1[nH]c1c(O)cccc12,=,27.1,%,Inhibition,1465336,91218
CHEMBL1682931,CC(=O)c1nccc2c1[nH]c1ccccc12,=,25.1,%,Inhibition,1465336,91218
CHEMBL3400670,COc1cnc(C(C)=O)c2[nH]c3ccccc3c12,=,21.6,%,Inhibition,1465336,91218
CHEMBL3400671,COCc1nccc2c1[nH]c1ccccc12,=,27.4,%,Inhibition,1465336,91218
CHEMBL3400672,COCCc1ncc(OC)c2c1[nH]c1c(OC)cccc12,=,28.6,%,Inhibition,1465336,91218
CHEMBL3400673,COc1cnc(C(O)CO)c2[nH]c3ccccc3c12,=,10.5,%,Inhibition,1465336,91218
CHEMBL3400674,OCc1nccc2c1[nH]c1ccccc12,=,17,%,Inhibition,1465336,91218
CHEMBL453066,COC(=O)c1cc2c(cn1)[nH]c1ccccc12,=,23,%,Inhibition,1465336,91218
CHEMBL3400675,C=Cc1ncc(OC)c2c1[nH]c1c(OC)cccc12,=,40.3,%,Inhibition,1465336,91218
CHEMBL3400676,COC(=O)/C=C/C(=O)c1ncc(OC)c2c1[nH]c1c(OC)cccc12,=,21,%,Inhibition,1465336,91218
CHEMBL443510,C(=C/c1nccc2c1[nH]c1ccccc12)\c1ccccc1,=,15,%,Inhibition,1465336,91218
CHEMBL512759,O=C(O)CCc1nccc2c1[nH]c1ccccc12,=,39.3,%,Inhibition,1465336,91218
CHEMBL3401836,COc1cnc(C(OC)OC(C)=O)c2[nH]c3ccccc3c12,=,11.6,%,Inhibition,1465336,91218
CHEMBL3401837,O=C(O)c1cc2c([nH]c3ccccc32)c(-c2cccc3c2OCO3)n1,=,19.8,%,Inhibition,1465336,91218
CHEMBL2171348,O=Cc1nccc2c1[nH]c1ccccc12,=,9.8,%,Inhibition,1465336,91218
CHEMBL3401838,O=C(O)c1nccc2c1[nH]c1ccccc12,=,28.5,%,Inhibition,1465336,91218
CHEMBL2229719,COC(=O)c1nccc2c1[nH]c1ccccc12,=,2.9,%,Inhibition,1465336,91218
CHEMBL3401839,CCOC(=O)c1nccc2c1[nH]c1ccccc12,=,26.9,%,Inhibition,1465336,91218
CHEMBL3401840,NC(=O)c1nccc2c1[nH]c1ccccc12,=,20.3,%,Inhibition,1465336,91218
CHEMBL3401841,Oc1nccc2c1[nH]c1ccccc12,=,8.5,%,Inhibition,1465336,91218
CHEMBL2229717,O=C1NC(=O)c2[nH]c3ccccc3c2C1=O,=,80.7,%,Inhibition,1465336,91218
CHEMBL3401842,C=Cc1ncc(OC)c2c3ccccc3n(OC)c12,=,33.5,%,Inhibition,1465336,91218
CHEMBL149177,O=C(O)C1Cc2c([nH]c3ccccc23)CN1,=,26,%,Inhibition,1465336,91218
CHEMBL491388,CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,=,21.3,%,Inhibition,1465336,91218
CHEMBL1317348,CCC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,=,20.8,%,Inhibition,1465336,91218
CHEMBL3400667,CC(=O)Oc1cc2nccc3c4ccccc4n(c1=O)c23,=,90.3,%,Inhibition,1465463,91218
CHEMBL3401865,COc1cccc2c1[nH]c1c(C(=O)CCC(=O)c3ncc(OC)c4c3[nH]c3c(OC)cccc34)ncc(OC)c12,=,43.8,%,Inhibition,1465336,91218
CHEMBL3401864,COc1cnc(CCn2ccc3c4n(c(=O)c(=O)cc2-4)c2ccccc32)c2c1c1ccccc1n2OC,=,43.9,%,Inhibition,1465336,91218
CHEMBL3401863,COc1cccc2c1[nH]c1c(CCn3ccc4c5n(c(=O)c(=O)cc3-5)c3ccccc43)ncc(OC)c12,=,48.5,%,Inhibition,1465336,91218
CHEMBL3401862,COc1cnc(C(=O)CC(CO)c2ncc(OC)c3c2[nH]c2ccccc23)c2[nH]c3ccccc3c12,=,33,%,Inhibition,1465336,91218
CHEMBL3401861,COc1cnc(C2CCCc3c4[nH]c5ccccc5c4c(OC)c[n+]32)c2[nH]c3ccccc3c12,=,50,%,Inhibition,1465336,91218
CHEMBL1086620,COc1cccc2c1[nH]c1c(CCC(OC)C(=O)c3nccc4c3[nH]c3ccccc34)ncc(OC)c12,=,44.1,%,Inhibition,1465336,91218
CHEMBL3401860,CCCCn1ccc2c3n(c(=O)c(=O)c(OC)c1-3)c1ccccc21,=,11.7,%,Inhibition,1465336,91218
CHEMBL3401859,CCCCn1ccc2c3n(c(=O)c(=O)cc1-3)c1ccccc21,=,42,%,Inhibition,1465336,91218
CHEMBL3401858,CCn1ccc2c3n(c(=O)c(=O)cc1-3)c1cc(OC)ccc21,=,59.4,%,Inhibition,1465336,91218
CHEMBL3401857,CCn1ccc2c3n(c(=O)c(=O)c(OC)c1-3)c1ccccc21,=,43.6,%,Inhibition,1465336,91218
CHEMBL3401856,CCn1ccc2c3n(c(=O)c(=O)cc1-3)c1ccccc21,=,63.4,%,Inhibition,1465336,91218
CHEMBL1700463,COc1c2n(C)ccc3c-2n(c(=O)c1=O)c1ccccc31,=,76.6,%,Inhibition,1465336,91218
CHEMBL454831,COn1c(=O)cc2c3ccccc3n3c(=O)ccc1c23,=,31.2,%,Inhibition,1465336,91218
CHEMBL3401855,COc1c(OC)c2c3c(cc(=O)n2C)c2ccccc2n3c1=O,=,34.4,%,Inhibition,1465336,91218
CHEMBL3401854,COc1c(O)c(=O)n2c3ccccc3c3cc(=O)n(C)c1c32,=,26.3,%,Inhibition,1465336,91218
CHEMBL3401853,Cn1c(=O)cc2c3ccccc3n3c(=O)ccc1c23,=,33.6,%,Inhibition,1465336,91218
CHEMBL3401852,COc1c(OC)c2c3c(cc[n+]2[O-])c2ccccc2n3c1=O,=,14.8,%,Inhibition,1465336,91218
CHEMBL452235,O=c1ccc2c3c(cc[n+]2[O-])c2ccccc2n13,=,50.9,%,Inhibition,1465336,91218
CHEMBL504142,O=c1ccc2nccc3c4c(O)cccc4n1c23,=,50.6,%,Inhibition,1465336,91218
CHEMBL504978,COc1ccc2c3ccnc4ccc(=O)n(c2c1)c43,=,34.9,%,Inhibition,1465336,91218
CHEMBL3401851,O=c1c(CO)cc2nccc3c4ccccc4n1c23,=,33.8,%,Inhibition,1465336,91218
CHEMBL3401850,O=c1c(O)cc2nccc3c4ccccc4n1c23,=,84.7,%,Inhibition,1465336,91218
CHEMBL3401849,COc1c(O)c2nccc3c4cc(O)ccc4n(c1=O)c23,=,30.5,%,Inhibition,1465336,91218
CHEMBL1703295,COc1c(OC(C)=O)c(=O)n2c3ccccc3c3ccnc1c32,=,68.8,%,Inhibition,1465336,91218
CHEMBL2386324,COc1c(OC)c2nccc3c4ccccc4n(c1=O)c23,=,26.5,%,Inhibition,1465336,91218
CHEMBL1594741,COc1c(O)c(=O)n2c3ccccc3c3ccnc1c32,=,42.8,%,Inhibition,1465336,91218
CHEMBL2229716,COc1c(O)c2nccc3c4ccccc4n(c1=O)c23,=,55.9,%,Inhibition,1465336,91218
CHEMBL3401848,COc1c(OC(C)=O)c(=O)n2c3ccccc3c3cc(OC(C)=O)nc1c32,=,41.7,%,Inhibition,1465336,91218
CHEMBL1417154,COc1c(OC)c2nc(O)cc3c4ccccc4n(c1=O)c23,=,81.9,%,Inhibition,1465336,91218
CHEMBL507610,COc1cnc2ccc(=O)n3c4ccccc4c1c23,=,23.7,%,Inhibition,1465336,91218
CHEMBL156897,O=c1ccc2nccc3c4ccccc4n1c23,=,15.3,%,Inhibition,1465336,91218
CHEMBL3401847,COCc1c2[nH]c3ccccc3c2cc[n+]1[O-],=,59,%,Inhibition,1465336,91218
CHEMBL3401846,CCc1c2[nH]c3ccccc3c2cc[n+]1[O-],=,4.3,%,Inhibition,1465336,91218
CHEMBL3401845,Cc1c2[nH]c3ccccc3c2cc[n+]1[O-],=,-3,%,Inhibition,1465336,91218
CHEMBL3401844,CCC1NC(C(=O)c2ccccc2)Cc2c1[nH]c1ccccc21,=,4.7,%,Inhibition,1465336,91218
CHEMBL3401843,CCCC1NC(C(=O)OC)Cc2c1[nH]c1ccccc21,=,7.9,%,Inhibition,1465336,91218
CHEMBL358326,COC(=O)C1Cc2c([nH]c3ccccc23)CN1,=,21.3,%,Inhibition,1465336,91218
CHEMBL1443870,CC(C)C1NC(C(=O)O)Cc2c1[nH]c1ccccc21,=,11.3,%,Inhibition,1465336,91218
CHEMBL1379950,CCCC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,=,46.9,%,Inhibition,1465336,91218
CHEMBL3402548,C=C(C)C(=O)Cc1c(OC)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,=,85.17,%,Inhibition,1466858,91289
CHEMBL3402549,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c2c1[C@H](OC)[C@H](O)C(C)(C)O2,<,50,%,Inhibition,1466858,91289
CHEMBL3402550,CCOC1c2c(OC)ccc(C(=O)/C=C/c3ccc(O)cc3)c2OC1C(C)(C)O,=,91.92,%,Inhibition,1466858,91289
CHEMBL494083,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,=,79.79,%,Inhibition,1466858,91289
CHEMBL1722838,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c(O)c1C/C=C(\C)CCC=C(C)C,=,96.75,%,Inhibition,1466858,91289
CHEMBL458094,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c(O)c1CC=C(C)C,=,86.02,%,Inhibition,1466858,91289
CHEMBL1711961,C=C(C)C(O)Cc1c(OC)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,=,96.76,%,Inhibition,1466858,91289
CHEMBL1718454,C=C(C)C(Cc1c(OC)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O)OO,=,99.37,%,Inhibition,1466858,91289
CHEMBL3402551,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c2c1[C@H](O)[C@H](O)C(C)(C)O2,<,50,%,Inhibition,1466858,91289
CHEMBL3402552,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c2c1C(O)C(C(C)(C)O)O2,<,50,%,Inhibition,1466858,91289
CHEMBL457257,C/C=C(/C)C(=O)O[C@@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,=,93.45,%,Inhibition,1466858,91289
CHEMBL3402553,C/C=C(/C)C(=O)O[C@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@H]1O,<,50,%,Inhibition,1466858,91289
CHEMBL1538873,C/C=C(/C)C(=O)O[C@H]1[C@@H](O)c2c(ccc3ccc(=O)oc23)OC1(C)C,<,50,%,Inhibition,1466858,91289
CHEMBL3402554,CC(C)C(=O)O[C@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C,=,93.67,%,Inhibition,1466858,91289
CHEMBL68727,CC1(C)Oc2ccc3ccc(=O)oc3c2[C@@H](O)[C@H]1O,=,92.32,%,Inhibition,1466858,91289
CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,<,50,%,Inhibition,1466858,91289
CHEMBL24171,COc1c2ccoc2cc2oc(=O)ccc12,=,98.36,%,Inhibition,1466858,91289
CHEMBL82242,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,=,64.4,%,Inhibition,1466858,91289
CHEMBL251254,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,<,50,%,Inhibition,1466858,91289
CHEMBL233929,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,<,50,%,Inhibition,1466858,91289
CHEMBL464507,O=c1c(O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,<,50,%,Inhibition,1466858,91289
CHEMBL69018,C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC,=,97.85,%,Inhibition,1466858,91289
CHEMBL3601069,C/C(=C\Cc1c(O)cc(O)c2c1C[C@@H](C)OC2=O)CC/C=C(\C)CCC(O)C(C)(C)O,=,40,%,Inhibition,1509407,93048
CHEMBL3628551,O=C1c2ccccc2C(=O)c2c1nnn2Cc1cccc(Cl)c1,=,11,%,Inhibition,1524696,93735
CHEMBL3628599,CN1CCN(C(=O)c2cccc(Cn3nnc4c3C(=O)c3ccccc3C4=O)c2)CC1,=,20,%,Inhibition,1524696,93735
CHEMBL3634595,COC(=O)CN(c1ccc(CN(c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,<,50,%,Inhibition,1525111,93942
CHEMBL3634680,CCS(=O)(=O)N(CC(=O)OC)c1ccc(CN(c2ccc(CN(Cc3cccc(Cl)c3)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1,<,50,%,Inhibition,1525111,93942
CHEMBL3634682,COC(=O)CN(c1ccc(CN(c2ccc(N(Cc3cccc(Cl)c3)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,<,50,%,Inhibition,1525111,93942
CHEMBL3632912,O=C(Cn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,>,90,%,Inhibition,1526429,93869
CHEMBL3632913,O=C(CCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,>,90,%,Inhibition,1526429,93869
CHEMBL3632914,O=C(CCCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,>,90,%,Inhibition,1526429,93869
CHEMBL3633138,O=C(CCCCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,>,90,%,Inhibition,1526429,93869
