molecule_chembl_id,canonical_smiles,standard_relation,standard_value,standard_units,standard_type,assay_id,doc_id
CHEMBL1081369,CCOCC1(CN2CCN(c3ccccn3)CC2)COc2ccc3c(C)cc(=O)oc3c2C1=O,=,54.5,%,Inhibition,622614,50189
CHEMBL1080641,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCOCC1)(CN1CCOCC1)C3=O,=,24.68,%,Inhibition,622614,50189
CHEMBL1080642,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCCCC1)(CN1CCCCC1)C3=O,=,33.27,%,Inhibition,622614,50189
CHEMBL1079574,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCCC1)(CN1CCCC1)C3=O,=,29.78,%,Inhibition,622614,50189
CHEMBL1079575,CCN(CC)CC1(CN2CCCCC2)COc2ccc3c(C)cc(=O)oc3c2C1=O,=,41.34,%,Inhibition,622614,50189
CHEMBL1079926,CCCCN(CCCC)CC1(CN(CCCC)CCCC)COc2ccc3c(C)cc(=O)oc3c2C1=O,=,43.62,%,Inhibition,622614,50189
CHEMBL1081742,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCN(C)CC1)(CN1CCN(C)CC1)C3=O,=,21.98,%,Inhibition,622614,50189
CHEMBL1076270,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCN(c2ccccc2)CC1)(CN1CCN(c2ccccc2)CC1)C3=O,=,28.67,%,Inhibition,622614,50189
CHEMBL1076271,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCN(c2ccccn2)CC1)(CN1CCN(c2ccccn2)CC1)C3=O,=,41.34,%,Inhibition,622614,50189
CHEMBL457583,Cc1cc(O)cc(O)c1C(=O)O,=,45,%,Inhibition,620192,50161
CHEMBL1164066,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccccc1,=,41.8,%,Inhibition,636330,51542
CHEMBL1164300,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc([N+](=O)[O-])cc1,=,84.7,%,Inhibition,636330,51542
CHEMBL1164073,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc(Cl)cc1,=,84.9,%,Inhibition,636330,51542
CHEMBL1163827,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc(F)cc1,=,88.2,%,Inhibition,636330,51542
CHEMBL1165715,COc1ccc(C2C=C(c3ccccc3)NC3=C2C(=O)CC(C)(C)C3)cc1,=,71.8,%,Inhibition,636330,51542
CHEMBL1164171,COc1ccc(C2=CC(c3ccccc3)C3=C(CC(C)(C)CC3=O)N2)cc1,=,53.4,%,Inhibition,636330,51542
CHEMBL1164407,O=C1CCCC2=C1C(c1ccccc1)C=C(c1ccccc1)N2,=,51.2,%,Inhibition,636330,51542
CHEMBL1164256,O=C1CCCC2=C1C(c1ccc(Cl)cc1)C=C(c1ccccc1)N2,=,24.7,%,Inhibition,636330,51542
CHEMBL1164873,O=C1CCCC2=C1C(c1ccc(F)cc1)C=C(c1ccccc1)N2,=,70.3,%,Inhibition,636330,51542
CHEMBL1164874,Cc1ccc(C2=CC(c3ccccc3)C3=C(CC(C)(C)CC3=O)N2)cc1,=,62.3,%,Inhibition,636330,51542
CHEMBL1163779,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1c[nH]c2ccccc12,=,54.5,%,Inhibition,636330,51542
CHEMBL1164416,Cc1ccc(C2=CC(c3ccccc3)C3=C(CCCC3=O)N2)cc1,=,33.3,%,Inhibition,636330,51542
CHEMBL1165739,COc1ccc(C2C=C(c3ccccc3)NC3=C2C(=O)CCC3)cc1,=,56.8,%,Inhibition,636330,51542
CHEMBL1163709,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccco1,=,82.5,%,Inhibition,636330,51542
CHEMBL1165375,CCOC(=O)C1(O)CC(c2ccccc2)C2=C(CC(C)(C)CC2=O)O1,=,21.3,%,Inhibition,636330,51542
CHEMBL1164012,CCOC(=O)C1(O)CC(c2ccc(OC)cc2)C2=C(CC(C)(C)CC2=O)O1,=,13.6,%,Inhibition,636330,51542
CHEMBL1164013,CCOC(=O)C1(O)CC(c2ccc(Cl)cc2)C2=C(CC(C)(C)CC2=O)O1,=,16.5,%,Inhibition,636330,51542
CHEMBL1164014,CCOC(=O)C1(O)CC(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)O1,=,5.3,%,Inhibition,636330,51542
CHEMBL1165530,CCOC(=O)C1(O)CC(c2ccc(Br)cc2)C2=C(CC(C)(C)CC2=O)O1,=,4.7,%,Inhibition,636330,51542
CHEMBL1165363,CCOC(=O)C1=CC(c2ccccc2)C2=C(CC(C)(C)CC2=O)N1,=,43.3,%,Inhibition,636330,51542
CHEMBL1164366,CCOC(=O)C1=CC(c2ccc(OC)cc2)C2=C(CC(C)(C)CC2=O)N1,=,66.7,%,Inhibition,636330,51542
CHEMBL1164367,CCOC(=O)C1=CC(c2ccc(Cl)cc2)C2=C(CC(C)(C)CC2=O)N1,=,53.8,%,Inhibition,636330,51542
CHEMBL1165682,CCOC(=O)C1=CC(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)N1,=,87.2,%,Inhibition,636330,51542
CHEMBL1164164,CCOC(=O)C1=CC(c2ccc(Br)cc2)C2=C(CC(C)(C)CC2=O)N1,=,65.6,%,Inhibition,636330,51542
CHEMBL1164249,CC1(C)CC(=O)C2=C(C1)NC(C(=O)O)=CC2c1ccccc1,=,28.9,%,Inhibition,636330,51542
CHEMBL1164952,COc1ccc(C2C=C(C(=O)O)NC3=C2C(=O)CC(C)(C)C3)cc1,=,35.4,%,Inhibition,636330,51542
CHEMBL1164251,CC1(C)CC(=O)C2=C(C1)NC(C(=O)O)=CC2c1ccc(Cl)cc1,=,25.4,%,Inhibition,636330,51542
CHEMBL1165378,CC1(C)CC(=O)C2=C(C1)NC(C(=O)O)=CC2c1ccc(F)cc1,=,27,%,Inhibition,636330,51542
CHEMBL1164303,CC1(C)CC(=O)C2=C(C1)NC(C(=O)O)=CC2c1ccc(Br)cc1,=,12.3,%,Inhibition,636330,51542
CHEMBL1163755,CC1(C)CC(=O)c2c(-c3ccc(F)cc3)cc(-c3ccccc3)nc2C1,=,7.9,%,Inhibition,636330,51542
CHEMBL1163993,CC1(C)CC(=O)c2c(-c3ccc(Cl)cc3)cc(-c3ccccc3)nc2C1,=,18.6,%,Inhibition,636330,51542
CHEMBL1163756,COc1ccc(-c2cc(-c3ccccc3)nc3c2C(=O)CC(C)(C)C3)cc1,=,9.1,%,Inhibition,636330,51542
CHEMBL1165187,COc1ccc(CNC2CC[C@]3(C)[C@H]4CC[C@H]5[C@@H](CC[C@@H]5[C@@]5(O)C[C@@H](C=C(C)C)OC5=O)[C@]4(C)CC[C@H]3C2(C)C)cc1,=,24,%,Inhibition,638042,51550
CHEMBL178459,Cc1c(-c2cnccn2)ssc1=S,=,70,%,Inhibition,649332,52218
CHEMBL178459,Cc1c(-c2cnccn2)ssc1=S,=,50,%,Inhibition,649333,52218
CHEMBL178459,Cc1c(-c2cnccn2)ssc1=S,>,97,%,Inhibition,649342,52218
CHEMBL1257843,Cc1ccc(N2CCN(CC(O)COc3ccc(C#N)cc3)CC2C)cc1,=,31.58,%,Inhibition,664556,53072
CHEMBL1257958,N#Cc1ccc(OCC(O)CN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,=,18.8,%,Inhibition,664556,53072
CHEMBL1257959,N#Cc1ccc(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)cc1,=,3.6,%,Inhibition,664556,53072
CHEMBL1258070,N#Cc1ccc(OCC(O)CN2CCN(c3cccc(Cl)c3)CC2)cc1,=,1.5,%,Inhibition,664556,53072
CHEMBL1258071,COc1ccccc1N1CCN(CC(O)COc2ccc(C#N)cc2)CC1,=,2.6,%,Inhibition,664556,53072
CHEMBL1258187,N#Cc1ccc(OCC(O)CN2CCN(c3ccccn3)CC2)cc1,=,1.8,%,Inhibition,664556,53072
CHEMBL1258299,Cc1ccc2c(c1)OC(N1CCN(CC(O)COc3ccc(C#N)cc3)CC1)O2,=,0.5,%,Inhibition,664556,53072
CHEMBL1258300,N#Cc1ccc(OCC(O)CN2CCN(Cc3ccccc3)CC2)cc1,=,5.1,%,Inhibition,664556,53072
CHEMBL1258411,COc1ccc(N2CCN(CC(O)COc3ccc(Cl)cc3)CC2)cc1,=,9.21,%,Inhibition,664556,53072
CHEMBL1258412,O=[N+]([O-])c1ccc(N2CCN(CC(O)COc3ccc(Cl)cc3)CC2)cc1,=,35.9,%,Inhibition,664556,53072
CHEMBL1258519,OC(COc1ccc(Cl)cc1)CN1CCN(c2ccc(Cl)c(Cl)c2)CC1,=,24.6,%,Inhibition,664556,53072
CHEMBL1258520,OC(COc1ccc(Cl)cc1)CN1CCN(C/C=C/c2ccccc2)CC1,=,7.63,%,Inhibition,664556,53072
CHEMBL1255902,CN1CCN(CC(O)COc2ccc(Cl)cc2)CC1,=,2.4,%,Inhibition,664556,53072
CHEMBL1258638,O=[N+]([O-])c1ccc(N2CCN(CC(O)COc3ccc(F)cc3)CC2)cc1,=,24,%,Inhibition,664556,53072
CHEMBL1258186,N#Cc1ccc(OCC(O)CN2CCN(c3ccccc3)CC2)cc1,=,4.6,%,Inhibition,664556,53072
CHEMBL1276946,Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1,=,0,%,Inhibition,685196,53897
CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,11.69,%,Inhibition,694518,54316
CHEMBL470029,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,8.67,%,Inhibition,694518,54316
CHEMBL1631518,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,=,1.56,%,Inhibition,694518,54316
CHEMBL1631519,CCOC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,=,1.37,%,Inhibition,694518,54316
CHEMBL1631520,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,1.45,%,Inhibition,694518,54316
CHEMBL1631521,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)OC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,14.12,%,Inhibition,694518,54316
CHEMBL1631522,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@](C)(CCC(=O)O)[C@H](C(C)(C)O)CC[C@]43C)[C@@H]2C1,=,-4.12,%,Inhibition,694518,54316
CHEMBL1631523,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@@H](O)C[C@@H]1[C@@]2(C)CCC(=O)C(C)(C)[C@@H]2CC[C@]14C,=,0.69,%,Inhibition,694518,54316
CHEMBL1631524,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@@H](O)C[C@@H]1[C@@]2(C)CCC(=O)OC(C)(C)[C@@H]2CC[C@]14C,=,0.49,%,Inhibition,694518,54316
CHEMBL1631525,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@@H](O)C[C@@H]1[C@@](C)(CCC(=O)O)[C@H](C(C)(C)O)CC[C@]14C,=,14.69,%,Inhibition,694518,54316
CHEMBL498230,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@@H](O)C[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@@H]2CC[C@]14C,=,6.78,%,Inhibition,694518,54316
CHEMBL1631526,CC1(C)CC[C@@]23CC[C@@]4(C)[C@]5(C)CC[C@H]6C(C)(C)C(=O)CC[C@]6(C)[C@H]5CC(=O)[C@]4(OC2=O)[C@@H]3C1,=,4.42,%,Inhibition,694518,54316
CHEMBL1631527,CC1(C)CC[C@@]23CC[C@@]4(C)[C@]5(C)CC[C@@H](C(C)(C)O)[C@](C)(CCC(=O)O)[C@H]5CC(=O)[C@]4(OC2=O)[C@@H]3C1,=,4.33,%,Inhibition,694518,54316
CHEMBL1631528,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@@H](O)C[C@@H]1[C@@]2(C)CC[C@H](OC(=O)c3ccccc3C(=O)O)C(C)(C)[C@@H]2CC[C@]14C,=,57.63,%,Inhibition,694518,54316
CHEMBL1631529,CC1(C)CC[C@@]23CC[C@]4(C)[C@](OC2=O)([C@@H](OC(=O)c2ccccc2C(=O)O)C[C@@H]2[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]24C)[C@@H]3C1,=,19.92,%,Inhibition,694518,54316
CHEMBL1631530,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1C(=O)C[C@@H]3[C@@]4(C)CCC(=O)OC(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,=,1.76,%,Inhibition,694518,54316
CHEMBL1631531,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(C(=O)C[C@@H]4[C@@](C)(CCC(=O)O)[C@H](C(C)(C)O)CC[C@]43C)[C@@H]2C1,=,1.29,%,Inhibition,694518,54316
CHEMBL1631829,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@](C)(CC=O)[C@H](C(C)(C)C(=O)O)CC[C@]43C)[C@@H]2C1,=,15.6,%,Inhibition,694518,54316
CHEMBL1629738,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@](C)(CC=O)[C@H](C(C)(C)C(=O)O)CC[C@]43C)[C@@H]2C1,=,15.02,%,Inhibition,694518,54316
CHEMBL1631830,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC6(OCCO6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,2.98,%,Inhibition,694518,54316
CHEMBL1631831,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,1.17,%,Inhibition,694518,54316
CHEMBL1631828,CC1(C)CC[C@]2(CS(=O)(=O)C(F)(F)F)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,1.83,%,Inhibition,694518,54316
CHEMBL1631832,CC1(C)CC[C@]2(CBr)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,7.16,%,Inhibition,694518,54316
CHEMBL1631833,CC1(C)CC[C@]2(COC(=O)CC(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,1.7,%,Inhibition,694518,54316
CHEMBL1631834,CC1(C)CC[C@]2(COC(=O)CCC(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,10.75,%,Inhibition,694518,54316
CHEMBL1631835,CC1(C)CC[C@]2(COC(=O)CCCC(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,8.3,%,Inhibition,694518,54316
CHEMBL1631836,CC1(C)CC[C@]2(COC(=O)CCCCC(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,5.92,%,Inhibition,694518,54316
CHEMBL1631837,CC1(C)CC[C@]2(COC(=O)CCCCCCCCC(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,3.55,%,Inhibition,694518,54316
CHEMBL1631838,CC1(C)CC[C@]2(COC(=O)c3ccccc3C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,2.98,%,Inhibition,694518,54316
CHEMBL1631839,CC1(C)CC[C@]2(COC(=O)CC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,98.44,%,Inhibition,694518,54316
CHEMBL1631840,CC1(C)CC[C@]2(COC(=O)CCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,89.92,%,Inhibition,694518,54316
CHEMBL1631841,CC1(C)CC[C@]2(COC(=O)CCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,71.13,%,Inhibition,694518,54316
CHEMBL1631842,CC1(C)CC[C@]2(COC(=O)CCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,55.56,%,Inhibition,694518,54316
CHEMBL1631843,CC1(C)CC[C@]2(COC(=O)CCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,12,%,Inhibition,694518,54316
CHEMBL1631844,CC1(C)CC[C@]2(COC(=O)c3ccccc3C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,88.82,%,Inhibition,694518,54316
CHEMBL1783771,COc1ccc(-c2cc(-c3ccccc3)no2)c(O)c1,=,21.8,%,Inhibition,750566,57876
CHEMBL1783772,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN(C)C)c1,=,33.5,%,Inhibition,750566,57876
CHEMBL1783773,CCN(CC)CCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,=,94.7,%,Inhibition,750566,57876
CHEMBL1783774,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN(C(C)C)C(C)C)c1,=,89.4,%,Inhibition,750566,57876
CHEMBL1783775,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN2CCOCC2)c1,=,82.9,%,Inhibition,750566,57876
CHEMBL1783776,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN2CCCC2)c1,=,99.2,%,Inhibition,750566,57876
CHEMBL1783777,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN2CCCCC2)c1,=,76.3,%,Inhibition,750566,57876
CHEMBL1783778,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCCl)c1,=,9,%,Inhibition,750566,57876
CHEMBL1783779,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN(C)C)c1,=,22.3,%,Inhibition,750566,57876
CHEMBL1783780,CCN(CC)CCCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,=,21.8,%,Inhibition,750566,57876
CHEMBL1783781,CCCCN(C)CCCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,=,14.4,%,Inhibition,750566,57876
CHEMBL1783782,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCC2)c1,=,82.7,%,Inhibition,750566,57876
CHEMBL1783783,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCCC2)c1,=,89.5,%,Inhibition,750566,57876
CHEMBL1783784,CCOC(=O)COc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,=,79.3,%,Inhibition,750566,57876
CHEMBL1783785,CCOC(=O)CCCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,=,20.1,%,Inhibition,750566,57876
CHEMBL1321695,COc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1OC,=,2.72,%,Inhibition,813946,61646
CHEMBL2016653,COc1ccc(C(=O)c2cc(OC)c(OC)cc2Br)cc1OC,=,12.98,%,Inhibition,813946,61646
CHEMBL2016654,COc1cc(Br)c(C(=O)c2cc(OC)c(OC)cc2Br)cc1OC,=,33.64,%,Inhibition,813946,61646
CHEMBL2016655,COc1cc(Br)c(C(=O)c2cc(OC)c(OC)c(Br)c2Br)cc1OC,=,37.55,%,Inhibition,813946,61646
CHEMBL2016656,COc1cc(C(=O)c2cc(OC)c(OC)c(Br)c2Br)c(Br)c(Br)c1OC,=,21.35,%,Inhibition,813946,61646
CHEMBL1290156,COc1cc(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c(Br)c1OC,=,69.81,%,Inhibition,813946,61646
CHEMBL2016657,COc1c(Br)c(Br)c(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c1OC,=,105.06,%,Inhibition,813946,61646
CHEMBL1269420,O=C(c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,=,13.48,%,Inhibition,813946,61646
CHEMBL2016658,O=C(c1ccc(O)c(O)c1)c1cc(O)c(O)cc1Br,=,11.25,%,Inhibition,813946,61646
CHEMBL2016659,O=C(c1cc(O)c(O)cc1Br)c1cc(O)c(O)cc1Br,=,8.74,%,Inhibition,813946,61646
CHEMBL2016660,O=C(c1cc(O)c(O)cc1Br)c1cc(O)c(O)c(Br)c1Br,=,42.71,%,Inhibition,813946,61646
CHEMBL2016661,O=C(c1cc(O)c(O)c(Br)c1Br)c1cc(O)c(O)c(Br)c1Br,=,20.28,%,Inhibition,813946,61646
CHEMBL2016662,O=C(c1cc(O)c(O)c(Br)c1Br)c1c(Br)c(O)c(O)c(Br)c1Br,=,95.07,%,Inhibition,813946,61646
CHEMBL2016663,O=C(c1c(Br)c(O)c(O)c(Br)c1Br)c1c(Br)c(O)c(O)c(Br)c1Br,=,78.64,%,Inhibition,813946,61646
CHEMBL2016664,COc1ccc(Cc2ccc(OC)c(OC)c2)cc1OC,=,38.43,%,Inhibition,813946,61646
CHEMBL2016665,COc1ccc(Cc2cc(OC)c(OC)cc2Br)cc1OC,=,14.42,%,Inhibition,813946,61646
CHEMBL2016666,COc1cc(Br)c(Cc2cc(OC)c(OC)cc2Br)cc1OC,=,33.64,%,Inhibition,813946,61646
CHEMBL2016667,COc1cc(Br)c(Cc2cc(OC)c(OC)c(Br)c2Br)cc1OC,=,52.49,%,Inhibition,813946,61646
CHEMBL2016668,COc1cc(Cc2cc(OC)c(OC)c(Br)c2Br)c(Br)c(Br)c1OC,=,60.44,%,Inhibition,813946,61646
CHEMBL2016669,COc1cc(Cc2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c(Br)c1OC,=,98.71,%,Inhibition,813946,61646
CHEMBL2016670,COc1c(Br)c(Br)c(Cc2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c1OC,=,96.91,%,Inhibition,813946,61646
CHEMBL253691,Oc1ccc(Cc2ccc(O)c(O)c2)cc1O,=,9.27,%,Inhibition,813946,61646
CHEMBL501547,Oc1ccc(Cc2cc(O)c(O)cc2Br)cc1O,=,12.25,%,Inhibition,813946,61646
CHEMBL481708,Oc1cc(Br)c(Cc2cc(O)c(O)cc2Br)cc1O,=,20.92,%,Inhibition,813946,61646
CHEMBL2016671,Oc1cc(Br)c(Cc2cc(O)c(O)c(Br)c2Br)cc1O,=,40.45,%,Inhibition,813946,61646
CHEMBL253690,Oc1cc(Cc2cc(O)c(O)c(Br)c2Br)c(Br)c(Br)c1O,=,91.32,%,Inhibition,813946,61646
CHEMBL481709,Oc1cc(Cc2c(Br)c(O)c(O)c(Br)c2Br)c(Br)c(Br)c1O,=,92.26,%,Inhibition,813946,61646
CHEMBL374829,Oc1c(O)c(Br)c(Cc2c(Br)c(O)c(O)c(Br)c2Br)c(Br)c1Br,=,101.05,%,Inhibition,813946,61646
CHEMBL1290156,COc1cc(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c(Br)c1OC,=,50.63,%,Inhibition,813947,61646
CHEMBL2016657,COc1c(Br)c(Br)c(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c1OC,=,47.83,%,Inhibition,813947,61646
CHEMBL2016662,O=C(c1cc(O)c(O)c(Br)c1Br)c1c(Br)c(O)c(O)c(Br)c1Br,=,72.13,%,Inhibition,813947,61646
CHEMBL2016663,O=C(c1c(Br)c(O)c(O)c(Br)c1Br)c1c(Br)c(O)c(O)c(Br)c1Br,=,29.18,%,Inhibition,813947,61646
CHEMBL2016667,COc1cc(Br)c(Cc2cc(OC)c(OC)c(Br)c2Br)cc1OC,=,40.16,%,Inhibition,813947,61646
CHEMBL2016668,COc1cc(Cc2cc(OC)c(OC)c(Br)c2Br)c(Br)c(Br)c1OC,=,28.95,%,Inhibition,813947,61646
CHEMBL2016669,COc1cc(Cc2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c(Br)c1OC,=,49.32,%,Inhibition,813947,61646
CHEMBL2016670,COc1c(Br)c(Br)c(Cc2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c1OC,=,37.89,%,Inhibition,813947,61646
CHEMBL253690,Oc1cc(Cc2cc(O)c(O)c(Br)c2Br)c(Br)c(Br)c1O,=,38.94,%,Inhibition,813947,61646
CHEMBL481709,Oc1cc(Cc2c(Br)c(O)c(O)c(Br)c2Br)c(Br)c(Br)c1O,=,45.27,%,Inhibition,813947,61646
CHEMBL374829,Oc1c(O)c(Br)c(Cc2c(Br)c(O)c(O)c(Br)c2Br)c(Br)c1Br,=,86.72,%,Inhibition,813947,61646
CHEMBL2206832,CCOC(=O)C(CCCOc1cccc(OCCN2CCCCC2)c1C(=O)CC)C(=O)OCC,=,19.6,%,Inhibition,882428,66836
CHEMBL2206831,CCOC(=O)C(CCCOc1cccc(OCCN2CCCC2)c1C(=O)CC)C(=O)OCC,=,58.6,%,Inhibition,882428,66836
CHEMBL2206830,CCOC(=O)C(CCCOc1cccc(OCCN(CC)CC)c1C(=O)CC)C(=O)OCC,=,40.4,%,Inhibition,882428,66836
CHEMBL2206347,CCOC(=O)C(CCCOc1cccc(OCCN(C)C)c1C(=O)CC)C(=O)OCC,=,51.1,%,Inhibition,882428,66836
CHEMBL2206346,CCOC(=O)C(CCCOc1cccc(OCCCNc2ccc(C)cc2)c1C(=O)CC)C(=O)OCC,=,42.6,%,Inhibition,882428,66836
CHEMBL2206345,CCC(=O)c1c(O)cccc1OCCCN1CCCCC1,=,31.8,%,Inhibition,882428,66836
CHEMBL2206344,CCC(=O)c1c(O)cccc1OCCCN1CCCC1,=,42.1,%,Inhibition,882428,66836
CHEMBL2206343,CCCCN(C)CCCOc1cccc(O)c1C(=O)CC,=,31.9,%,Inhibition,882428,66836
CHEMBL2206342,CCC(=O)c1c(O)cccc1OCCCNc1ccc(OC)cc1,=,83.6,%,Inhibition,882428,66836
